0.028,0.033,0.038,0.052,0.071,0.126,0.128,0.210,0.354,0.854,1.692,4.792,10.315,31.600,71.215,Scala_CUDA_MatrixMult3
0.045,0.077,0.196,0.796,2.026,6.652,15.101,47.397,109.772,368.209,877.297,3059.418,Scala_MatrixMult1
0.028,0.030,0.032,0.034,0.037,0.045,0.050,0.060,0.072,0.106,0.151,0.129,0.204,0.318,3.208,Scala_CUDA_SWat_8192_hostbt
0.035,0.073,0.128,0.270,0.478,1.069,1.917,4.328,7.835,18.952,33.630,70.859,Scala_SWat
--------------
0.001,0.001,0.002,0.003,0.002,0.003,0.003,0.004,0.010,0.015,0.024,0.043,0.070,0.142,0.270,HandSWatCUDA
0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.005,0.008,0.023,0.042,0.097,0.171,0.397,0.706,HandSWatCPU
0.003,0.006,0.007,0.012,0.020,0.043,0.075,0.174,0.316,0.818,1.651,4.743,10.354,31.935,72.376,HandMatMultCUDA
0.000,0.000,0.001,0.004,0.008,0.031,0.077,0.283,1.181,7.056,19.811,78.900,206.556,799.530,2010.485,HandMatMultCPU
--------------
0.006,0.008,0.011,0.025,0.050,0.152,0.346,1.160,2.817,10.019,25.163,91.688,224.704,GAPC_MatrixMult
0.111,0.115,0.122,0.070,0.071,0.073,0.074,0.130,0.134,0.148,0.135,0.143,0.152,0.174,0.197,CUDAlign
0.006,0.007,0.007,0.009,0.010,0.016,0.026,0.056,0.098,0.217,0.392,0.905,1.621,4.412,11.203,GAPC_SWat
0.090,0.108,0.141,0.203,0.443,0.800,1.887,3.519,9.077,19.594,67.316,163.139,RNAfold-RL-CUDA
0.007,0.013,0.025,0.067,0.134,0.405,0.929,2.894,6.661,22.914,56.969,208.331,GAPC_ADPfold
0.006,0.007,0.010,0.018,0.028,0.065,0.118,0.289,0.567,1.531,3.191,9.367,20.176,59.646,133.647,ViennaRNA
